"1","2001","Acura","CL","All","1000",,,,,,,,,"Towing not recommended with NSX.",,,,,,"1"
"2","2001","Acura","TL","All","1500",,,,,,,,,"Towing not recommended with NSX.",,,,,,"1"
"3","2001","Acura","3.5 RL","All","2000",,,,,,,,,"Towing not recommended with NSX.",,,,,,"1"
"4","2001","Acura","SLX","All","5000",,,,,,,,,"Towing not recommended with NSX.",,,,,,"1"
"5","2001","Acura","MD-X","3.5L V-6","3500","Tow rating is for flat-sided box trailers or travel trailers.","For towing more than 2000 pounds, power steering and transmission coolers are required, which are available from Acura dealers.",,,,,,,"Towing not recommended with NSX.",,,,,,"1"
"6","2001","Acura","MD-X","3.5L V-6","4500","For towing more than 2000 pounds, power steering and transmission coolers are required, which are available from Acura dealers.","Tow rating is for boat trailers only.",,,,,,,"Towing not recommended with NSX.",,,,,,"1"
"7","2001","Bmw","BMW X5","4.4L V-8","6000",,,,,,,,,,,,,,,"1"
"8","2001","Bmw","BMW X5","3.0L V-6","5000",,,,,,,,,,,,,,,"1"
"9","2001","Buick","ALL","ALL","1000",,,,,,,,,,,,,,,"1"
"10","2001","Cadillac","Catera","ALL","1000",,,,,,,,,,,,,,,"1"
"11","2001","Cadillac","Seville","ALL","3000",,,,,,,,,,,,,,,"1"
"12","2001","Cadillac","DeVille","All","2000",,,,,,,,,,,,,,,"1"
"13","2001","Cadillac","Eldorado","ALL","1000",,,,,,,,,,,,,,,"1"
"14","2001","Cadillac","Escalade","6.0L V-8","8500",,,,,,,,,,,,,,,"1"
"15","2001","Chevrolet-Gmc","Prizm","All","1500",,,,,,,,,"Towing not recommended with Corvette, Lumina, Metro.",,,,,,"1"
"16","2001","Chevrolet-Gmc","Cavalier LS Sedan, Z24","All","1000","Requires four-speed automatic transmission. No other Cavaliers have tow ratings.",,,,,,,,"Towing not recommended with Corvette, Lumina, Metro.",,,,,,"1"
"17","2001","Chevrolet-Gmc","Impala","All","1000",,,,,,,,,"Towing not recommended with Corvette, Lumina, Metro.",,,,,,"1"
"18","2001","Chevrolet-Gmc","Malibu, Malibu LS","All","1000",,,,,,,,,"Towing not recommended with Corvette, Lumina, Metro.",,,,,,"1"
"19","2001","Chevrolet-Gmc","Monte Carlo","All","1000",,,,,,,,,"Towing not recommended with Corvette, Lumina, Metro.",,,,,,"1"
"20","2001","Chevrolet-Gmc","Camaro","All","1000",,,,,,,,,"Towing not recommended with Corvette, Lumina, Metro.",,,,,,"1"
"21","2001","Chevrolet-Gmc","Venture","3.4L V-6","3500","Requires Trailering Package.",,,,,,,,"Towing not recommended with Corvette, Lumina, Metro.",,,,,,"1"
"22","2001","Chevrolet-Gmc","Tracker 2-door","All","1000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"23","2001","Chevrolet-Gmc","Tracker 4-door","All","1500",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"24","2001","Chevrolet-Gmc","S-10 Reg. Cab 4x2","2200 I-4","3200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"25","2001","Chevrolet-Gmc","S-10 Ext. Cab 4x2","2200 I-4","3000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"26","2001","Chevrolet-Gmc","S-10/Sonoma Reg. Cab 4x2","4300 V-6","5800",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"27","2001","Chevrolet-Gmc","S-10/Sonoma Ext. Cab 4x4","4300 V-6","5500",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"28","2001","Chevrolet-Gmc","S-10/Sonoma Crew Cab 4x4","4300 V-6","5200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"29","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Reg. Cab 4x2","4300 V-6","5200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"30","2001","Chevrolet-Gmc","S-10 ZR2","4300 V-6","4900",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"31","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Reg. Cab 4x4","4300 V-6","5400",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"32","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Reg. Cab 4x2","4800 V-8","7600",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"33","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Reg. Cab 4x4","4800 V-8","8300",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"34","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Reg. Cab 4x2","5300 V-8","8600",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"35","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Reg. Cab 4x4","5300 V-8","9300",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"36","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Ext. Cab 4x2","4300 V-6","5900",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"37","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Ext. Cab 4x2","4800 V-8","7300",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"38","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Ext. Cab 4x4","4800 V-8","8000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"39","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Ext. Cab 4x2","5300 V-8","8300",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"40","2001","Chevrolet-Gmc","Silverado/Sierra 1500 Ext. Cab 4x4","5300 V-8","9000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"41","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Reg. Cab 4x2 Long-box","6000 V-8","10500",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"42","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Reg. Cab 4x2 Long-box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"43","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Reg. Cab 4x2 Long-box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"44","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Reg. Cab 4x4 Long-Box","6000 V-8","10300",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"45","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Reg. Cab 4x4 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"46","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Reg. Cab 4x4 Long-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"47","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x2 Short-Box","6000 V-8","10400",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"48","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x4 Short-Box","6000 V-8","10200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"49","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x2/4x4 Short-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"50","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x2 Short-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"51","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x4 Short-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"52","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x2 Long-Box","6000 V-8","10200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"53","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x2 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"54","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x2 Long-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"55","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x4 Long-Box","6000 V-8","9900",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"56","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Ext. Cab 4x4 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"57","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x2 Short-Box","6000 V-8","10200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"58","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x4","6000 V-8","9900",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"59","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x2 Short-Box","6000 V-8","10200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"60","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x2/4x4 Short-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"61","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x2/4x4 Short-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"62","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x2 Long-Box","6000 V-8","10000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"63","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x2/4x4 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"64","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD Crew Cab 4x2/4x4 Long-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"65","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD DRW Reg. Cab 4x2 Long-Box","6000 V-8","10100",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"66","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD DRW Reg. Cab 4x4 Long-Box","6000 V-8","9800",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"67","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD DRW Reg. Cab 4x2/4x4 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"68","2001","Chevrolet-Gmc","Silverado/Sierra 2500HD DRW Reg. Cab 4x2/4x4 Long-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"69","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Reg. Cab 4x2 Long-Box","6000 V-8","10100",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"70","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Reg. Cab 4x2/4x4 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"71","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Reg. Cab 4x2/4x4 Long-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"72","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Ext. Cab 4x2 Long-Box","6000 V-8","9800",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"73","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Ext. Cab 4x4 Long-Box","6000 V-8","9400",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"74","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Ext. Cab 4x2/4x4 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"75","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Ext. Cab 4x2/4x4 Long-Box","8100 V-6","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"76","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Crew Cab 4x2 Long-Box","6000 V-8","9500",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"77","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Crew Cab 4x4 Long-Box","6000 V-8","9200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"78","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Crew Cab 4x2/4x4 Long-Box","6600 V-8 Turbo-diesel","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"79","2001","Chevrolet-Gmc","Silverado/Sierra 3500 DRW Crew Cab 4x2/4x4 Long-Box","8100 V-8","12000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"80","2001","Chevrolet-Gmc","Blazer/Jimmy Two-Door 4x2","4300 V-6","5700",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"81","2001","Chevrolet-Gmc","Blazer/Jimmy Two-Door 4x4","4300 V-6","5400",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"82","2001","Chevrolet-Gmc","Blazer ZR2 Two-Door","4300 V-6","4800",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"83","2001","Chevrolet-Gmc","Xtreme Two-Door","4300 V-6","5000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"84","2001","Chevrolet-Gmc","Blazer/Jimmy Four-Door 4x2","4300 V-6","5000",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"85","2001","Chevrolet-Gmc","Blazer/Jimmy Four-Door 4x4","4300 V-6","5200",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"86","2001","Chevrolet-Gmc","Tahoe/Yukon 4x2","4800 V-8","6900",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"87","2001","Chevrolet-Gmc","Tahoe/Yukon 4x2","5300 V-8","8700",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"88","2001","Chevrolet-Gmc","Tahoe/Yukon 4x4","4800 V-8","7700",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
"89","2001","Chevrolet-Gmc","Tahoe/Yukon 4x4","5300 V-8","8700",,,,,,,,,"A higher tow rating is listed for pickups that tow fifth-wheel trailers. See your dealer for more information.",,,,,,"1"
